status_label,year,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
0,2000,4303,5396,405,545,679,-210,1395,1133.6228,7606,7691,1129,140,2210,2896,3916,7606,7724,7061
0,2000,3799,4846,372,743,696,-687,1259,1441.2986,7187,6239,1195,371,2341,2833,2834,7187,7314,6444
0,2000,2703,4839,284,-250,607,-764,1103,176.2613,6022,4678,1363,-534,1183,2150,1405,6022,7028,6272
0,2000,27.386,43.991,1.975,-11.019,0.589,-13.778,7.72,132.9836,32.972,39.808,2.68,-12.994,-11.019,8.947,-209.779,32.972,16.619,43.991
0,2000,106.678,43.836,2.195,-13.857,0.994,-16.656,16.066,475.7559,29.979,148.906,20.06,-16.052,-13.857,16.888,-225.704,29.979,44.704,43.836
0,2000,118.653,79.169,2.302,-7.765,1.334,-5.122,34.813,551.684,71.404,166.105,18.154,-10.067,-7.765,26.076,-226.425,71.404,51.008,79.169
0,2000,144.082,111.67,2.273,-19.96,1.163,-20.888,28.312,343.5953,91.71,192.119,14.429,-22.233,-19.96,33.772,-247.706,91.71,54.044,111.67
0,2000,77.962,94.228,3.956,-29.049,12.448,-36.198,29.128,205.8788,65.179,153.695,9.373,-33.005,-29.049,40.167,-283.845,65.179,53.862,94.228
0,2000,43.653,108.943,8.128,-42.638,13.652,-51.422,14.91,283.448,66.305,113.312,8.965,-50.766,-42.638,19.003,-335.564,66.305,32.157,108.943
0,2000,134.827,105.195,7.992,51.375,18.067,50.332,19.532,646.4015,156.57,198.063,8.596,43.383,51.375,22.892,-284.979,156.57,42.343,105.195
0,2000,455.431,122.013,7.627,-19.594,21.527,-18.596,27.885,1422.9194,102.419,596.342,24.064,-27.221,-19.594,26.339,-303.909,102.419,59.321,122.013
0,2000,284.883,138.197,12.17,-24.63,38.692,-25.231,36.497,1226.5435,113.567,600.679,24.252,-36.8,-24.63,42.94,-329.052,113.567,75.172,138.197
0,2000,592.161,227.493,21.917,28.368,31.337,3.853,53.525,3355.4066,255.861,1041.967,337.623,6.451,28.368,52.103,-327.265,255.861,400.055,227.493
0,2000,450.106,257.574,33.515,58.719,74.266,12.456,69.382,647.2776,316.293,1069.178,337.662,25.204,58.719,59.687,-314.205,316.293,407.05,257.574
0,2000,353.682,288.037,32.708,-33.621,61.495,-455.896,72.021,199.014,254.416,688.321,276.879,-66.329,-33.621,77.29,-776.084,254.416,390.322,288.037
0,2000,267.369,266.942,18.045,-34.396,68.499,-306.072,39.153,62.8551,232.546,388.478,263.384,-52.441,-34.396,70.497,-1081.189,232.546,363.429,266.942
0,2000,869.149,727.235,166.658,230.858,364.607,-20.875,352.139,4322.9149,1240.2,3513.789,629.103,64.2,512.965,666.08,496.513,1240.2,1481.794,1009.342
0,2000,1241.587,1061.838,199.109,372.353,443.588,-42.35,498.663,5195.61,1814.261,3461.579,1132.676,173.244,752.423,462.716,-73.243,1814.261,1924.598,1441.908
0,2000,1231.333,1320.583,208.129,596.075,504.986,214.651,462.145,4408.7895,2328.715,4296.362,1499.794,387.946,1008.132,759.597,90.846,2328.715,2453.875,1732.64
0,2000,1259.239,1367.224,214.918,492.995,547.744,-6.03,485.178,4816.716,2328.93,4494.989,1513.907,278.077,961.706,877.477,114.12,2328.93,2520.493,1835.935
0,2000,1436.024,1593.823,232.679,505.948,642.114,143.352,561.356,4727.304,2591.408,5000.212,1379.611,273.269,997.585,782.342,426.106,2591.408,2292.144,2085.46
0,2000,1943.178,1902.868,255.884,649.226,679.607,330.146,742.291,6988.8555,3131.774,5543.482,1404.431,393.342,1228.906,660.006,864.809,3131.774,2230.093,2482.548
0,2000,2638.873,2595.63,334.338,998.079,890.121,467.42,1259.99,12565.5268,4333.227,8580.304,632.071,663.741,1737.597,1998.141,1295.59,4333.227,2913.487,3335.148
0,2000,3359.997,3734.745,483.061,1843.643,1239.034,896.369,1560.849,14199.7823,6578.928,10139.248,1564.6,1360.582,2844.183,2043.145,2218.46,6578.928,3964.449,4735.285
0,2000,4471.769,4451.384,606.226,2261.349,1607.684,1070.606,1961.854,23261.7798,7832.062,13190.957,3066.335,1655.123,3380.678,2202.365,3607.97,7832.062,5784.238,5570.713
0,2000,5570.282,5510.652,731.808,2750.214,2088.342,1353.903,2442.848,7447.644,9600.564,16476.513,4564.255,2018.406,4089.912,3022.093,4257.324,9600.564,8110.464,6850.35
0,2000,6140.606,5556.639,906.697,1690.045,2239.762,253.766,2504.876,13067.9599,8826.933,18866.183,5847.258,783.348,3270.294,2796.888,4931.843,8826.933,9067.479,7136.888
0,2000,6492.067,6535.947,1047.334,2023.426,2590.008,-107.925,2629.403,16776.4452,10220.797,19131.654,6529.998,976.092,3684.85,2582.979,4500.963,10220.797,9666.807,8197.371
0,2000,7731,8541,1137,2607,3158,189,3233,10965.36,12988,21051,6286,1470,4447,4283,4214,12988,11706,10381
0,2000,9029,10574,1281,2599,3675,-778,3885,8515.59,15215,22795,7049,1318,4641,5710,3519,15215,13977,12616
0,2000,8774,10900,1402,2017,3371,-345,3594,11880.83,15263,21977,7061,615,4363,5699,2824,15263,13774,13246
0,2000,7944,10090,1371,2505,3215,-584,3015,8862.3,14911,18889,6798,1134,4821,4027,1546,14911,11856,12406
0,2000,5564,6821,1200,798,2350,-1985,1781,6535.81,9433,14787,5879,-402,2612,4031,-1199,9433,10422,8635
0,2000,4910,4233,956,246,1802,-3392,1383,4905.17,5749,12664,7403,-710,1516,2428,-4560,5749,10596,5503
0,2000,3878,4088,801,427,1234,-2813,1103,4140.81,5699,9747,7541,-374,1611,2230,-7282,5699,10318,5272
0,2000,3450,3958,556,753,1025,-2811,1134,560.118,5744,6601,7605,197,1786,2300,-10417,5744,10267,4991
0,2000,3.478,1.336,2.951,4.449,0,0.932,2.253,34.8666,7.497,17.554,0.53,1.498,6.161,5.004,-28.791,7.497,5.534,3.048
0,2000,11.019,2.148,5.838,7.655,0,6.762,3.405,51.324,14.731,29.206,0.779,1.817,12.583,4.669,-20.84,14.731,5.448,7.076
0,2000,4.235,3.366,5.854,5.925,0,-0.05,1.942,36.8816,14.509,29.843,0.563,0.071,11.143,5.79,-20.89,14.509,6.353,8.584
0,2000,7.955,7.68,7.747,7.686,0,-0.311,5.118,59.6298,18.958,53.036,6.143,-0.061,11.278,9.84,-21.201,18.958,15.983,11.272
0,2000,11.737,21.044,11.151,12.597,0,0.041,4.837,135.0723,39.545,84.206,25.561,1.446,18.501,14.064,-21.16,39.545,41.221,26.948
0,2000,13.038,32.341,12.206,18.093,0,2.797,8.986,177.0295,57.735,114.237,28.091,5.887,25.394,18.567,-18.364,57.735,48.555,39.642
0,2000,17.047,36.962,14.003,21.333,0,13.741,9.344,189.7948,67,109.536,0.001,7.33,30.038,24.228,-6.448,67,26.255,45.667
0,2000,18.369,26.054,25.562,36.098,0,7.241,13.6,442.7679,72.418,143.801,2.351,10.536,46.364,16.095,1.457,72.418,20.149,36.32
0,2000,35.746,32.034,38.185,48.592,0,1.34,22.926,411.8611,93.906,354.607,100,10.407,61.872,59.658,-2.193,93.906,179.891,45.314
0,2000,44.849,41.184,66.365,85.939,0,5.882,22.227,55.5085,143.736,486.85,0,19.574,102.552,301.788,7.847,143.736,331.121,57.797
0,2000,104.769,154.488,6.004,28.718,49.078,0.584,47.733,75.6875,222.495,292.206,162.063,22.714,68.007,57.97,37.182,222.495,222.119,193.777
0,2000,96.887,218.736,9.818,43.209,49.867,9.196,40.113,69.776,315.732,279.025,145.94,33.391,96.996,53.566,41.584,315.732,203.538,272.523
0,2000,93.139,225.678,11.594,32.266,49.224,-10.771,35.268,48.389,314.116,267.467,136.461,20.672,88.438,60.867,25.935,314.116,206.749,281.85
0,2000,100.746,207.102,5.3,24.288,57.117,0.692,32.942,35.3409,277.537,273.577,135.226,18.988,70.435,61.787,25.375,277.537,211.841,253.249
0,2000,101.102,195.187,5.4,12.039,62.525,-22.516,31.877,52.1884,251.802,266.54,161.485,6.639,56.615,53.603,1.503,251.802,227.134,239.763
0,2000,211.808,261.086,10.279,53.637,61.614,20.724,21.028,219.9178,355.956,382.342,156.765,43.358,94.87,99.542,53.091,355.956,269.547,302.319
0,2000,198.137,291.777,13.076,59.93,75.171,20.401,25.394,168.3168,409.809,378.957,163.912,46.854,118.032,90.978,68.447,409.809,264.718,349.879
0,2000,164.207,313.172,15.431,25.31,72.746,-22.453,24.703,136.9695,405.697,362.332,165.4,9.879,92.525,98.564,41.148,405.697,286.474,380.387
0,2000,166.911,275.472,14.83,35.122,48.58,8.009,31.768,81.46,373.702,366.128,163.769,20.292,98.23,98.133,46.239,373.702,284.127,338.58
0,2000,212.709,319.542,9.293,40.257,78.948,-3.11,51.283,114.0101,421.703,392.929,159.392,30.964,102.161,122.988,37.934,421.703,313.417,381.446
0,2000,203.782,341.851,10.91,-3.657,132.92,-26.107,31.177,110.41,413.016,402.197,160.886,-14.567,71.165,148.545,-10.852,413.016,339.23,416.673
0,2000,141.945,245.287,11.443,-18.62,74.313,-62.081,46.603,52.9536,297.716,331.054,158.113,-30.063,52.429,143.69,-76.327,297.716,326.755,316.336
0,2000,86.216,234.426,7.948,-14.347,41.473,-124.624,38.367,32.622,279.255,181.36,177.479,-22.295,44.829,102.145,-204.299,279.255,297.875,293.602
0,2000,806.949,2854.922,35.08,197.256,343.274,83.494,268.096,478.413,3712.965,1536.693,367.5,162.176,858.043,490.397,358.596,3712.965,951.888,3515.709
0,2000,572.122,2013.901,36.546,-70.377,273.385,-283.99,171.233,423.6556,2531.463,1142.461,287.5,-106.923,517.562,471.346,59.07,2531.463,856.313,2601.84
0,2000,543.474,1812.597,29.761,-40.877,218.005,-161.928,169.677,376.5443,2280.447,984.94,381.886,-70.638,467.85,341.08,-106.53,2280.447,810.197,2321.324
0,2000,531.529,1866.131,26.505,-1.701,240.521,-70.739,145.559,181.1124,2318.293,924.566,376.734,-28.206,452.162,348.324,-175.142,2318.293,813.598,2319.994
0,2000,648.479,2114.003,23.774,60.497,262.81,-22.261,184.687,755.0875,2607.988,1075.709,374.95,36.723,493.985,372.088,-195.9,2607.988,829.427,2547.491
0,2000,670.338,1957.324,22.158,-2.799,233.591,-161.459,164.609,428.1685,2374.712,1010.247,319.088,-24.957,417.388,494.717,-355.369,2374.712,884.791,2377.511
0,2000,513.932,1986.502,23.206,58.765,177.832,-28.437,154.493,600.4532,2432.4,862.035,333.341,35.559,445.898,287.872,-381.839,2432.4,691.09,2373.635
0,2000,393.837,1707.953,22.583,-31.931,174.91,-89.961,123.535,534.0446,2007.922,703.171,277.65,-54.514,299.969,255.318,-473.132,2007.922,619.018,2039.853
0,2000,382.583,1392.138,17.995,5.368,139.813,-1.013,102.421,221.6867,1659.98,625.571,176.287,-12.627,267.842,274.887,-477.031,1659.98,539.303,1654.612
0,2000,48.642,227.55,7.159,-5.765,39.05,140.65,1.218,23.6,315.148,107.481,41.053,-12.924,87.598,53.248,-17.631,315.148,97.635,320.913
0,2000,49.325,235.282,3.358,-8.438,42.283,-23.797,2.258,19,316.87,108.521,41.369,-11.796,81.588,76.345,-41.482,316.87,122.487,325.308
0,2000,174.689,155.19,32.608,-24.009,55.209,-141.983,47.845,443.1038,264.789,776.854,212.569,-56.617,109.599,135.718,-1017.658,264.789,362.045,288.798
0,2000,207.287,145.855,67.52,25.194,65.029,-24.304,41.944,244.491,312.845,736.119,230.036,-42.326,166.99,123.709,-1060.128,312.845,359.412,287.651
0,2000,144.575,156.285,73.304,8.381,63.778,-248.531,35.388,76.1684,294.693,469.721,206.11,-64.923,138.408,134.964,-1313.028,294.693,347.716,286.312
0,2000,55.583,28.075,27.542,-2.265,2.434,-111.374,8.73,7.5228,104.646,287.249,213.864,-29.807,76.571,64.703,-1429.201,104.646,280.979,106.911
0,2000,44.871,23.621,21.093,3.11,1.778,10.456,6.461,14.1053,73.121,226.966,153.383,-17.983,49.5,36.589,-1416.959,73.121,207.406,70.011
0,2000,49.497,26.558,23.341,8.608,1.22,-17.963,7.139,52.6596,80.428,216.943,153.534,-14.733,53.87,41.003,-1420.32,80.428,206.973,71.82
0,2000,3.108,7.644,0.184,-0.325,0.983,-0.529,1.131,1.6798,8.833,4.13,9.301,-0.509,1.189,1.727,-15.767,8.833,11.296,9.158
0,2000,3.105,6.579,0.157,0.072,1.452,-0.13,1.252,0.5375,8.259,4.009,9.288,-0.085,1.68,1.754,-15.897,8.259,11.305,8.187
0,2000,2.058,7.536,0.155,-0.49,0.906,-0.835,0.872,0.336,8.87,2.918,9.339,-0.645,1.334,1.452,-16.732,8.87,11.05,9.36
0,2000,1.442,4.959,0.148,0.212,0.729,-0.131,0.522,0.1424,6.377,2.156,9.084,0.064,1.418,0.887,-16.864,6.377,10.221,6.165
0,2000,2.192,5.419,0.102,-0.211,0.678,-0.527,0.764,0.1424,6.358,2.405,0.039,-0.313,0.939,10.302,-17.391,6.358,10.997,6.569
0,2000,2.028,7.054,0.086,0.038,1.072,1.309,0.532,0.4983,8.511,2.424,0.103,-0.048,1.457,9.04,-16.083,8.511,9.708,8.473
0,2000,213,535.3,88.8,232.1,12.9,89.5,101.1,2899.7491,791,2264.5,955.3,143.3,255.7,149.6,789,791,1129.5,558.9
0,2000,404.8,716.5,107,300.7,11.2,113.9,189.7,4994.5959,1039.8,2396.8,918.6,193.7,323.3,183.3,903.2,1039.8,1125.9,739.1
0,2000,1140,824.9,146.3,498.5,5,198.8,376.3,6659.1348,1349.4,5528.9,929.2,352.2,524.5,421.9,1081.8,1349.4,1495.7,850.9
0,2000,1145.6,1373.1,254.4,586.2,9.1,277.9,346.3,5663.8605,2017.7,5808.2,941.9,331.8,644.6,488.8,1281.8,2017.7,1574,1431.5
0,2000,1208.3,1448.1,273.2,418.8,10.5,129.4,313.5,5798.2023,1914.7,6149.7,1230.9,145.6,466.6,392.1,1366.2,1914.7,1822.1,1495.9
0,2000,1224.6,1327.2,256.8,340,18.5,143.7,360.8,7812.5363,1723.7,5998.2,586,83.2,396.5,773,1459.7,1723.7,1531.8,1383.7
0,2000,1469.5,1485.4,275.3,717.9,24.2,423.1,555.1,11784.2792,2263.5,6222.1,574.2,442.6,778.1,475.7,1708.2,2263.5,1264.6,1545.6
0,2000,1222.883,7011.006,232.712,412.542,791.15,14.16,227.078,899.2266,10151.334,3335.525,983.545,179.83,3140.328,1124.578,351.165,10151.334,2489.333,9738.792
0,2000,1201.854,7331.879,255.771,382.364,783.758,-25.068,183.382,366.2139,10622.866,3309.803,1022.118,126.593,3290.987,1107.484,302.48,10622.866,2512.506,10240.502
0,2000,1212.074,7556.197,262.552,371.89,716.083,-71.906,206.188,1039.7728,10973.315,3194.264,873.027,109.338,3417.118,1184.463,177.867,10973.315,2521.276,10601.425
0,2000,1099.588,7473.489,263.585,262.732,682.734,-193.509,185.411,179.8697,10794.37,2885.237,886.762,-0.853,3320.881,1090.612,0.264,10794.37,2387.046,10531.638
0,2000,1146.312,7613.881,268.765,193.904,654.344,-147.024,190.737,306.2261,10812.462,2750.55,897.718,-74.861,3198.581,1073.92,-112.274,10812.462,2364.726,10618.558
0,2000,1164.681,7545.366,268.105,269.471,720.799,-188.098,145.507,431.0668,10854.911,2801.968,1014.528,1.366,3309.545,1078.202,-269.506,10854.911,2564.112,10585.44
0,2000,1210.014,6026.735,207.329,188.836,405.31,392.63,175.939,1327.4667,8740.347,2498.865,576.005,-18.493,2713.612,610.273,133.385,8740.347,1827.138,8551.511
0,2000,748.908,4608.067,177.754,168.726,411.37,26.893,117.082,1322.5302,6850.268,2111.623,614.984,-9.028,2242.201,558.391,176.213,6850.268,1680.953,6681.542
0,2000,884.426,4244.51,186.789,179.663,505.012,-160.68,173.203,1546.2951,6401.13,3647.918,1262.426,-7.126,2156.62,767.337,-86.061,6401.13,3229.775,6221.467
0,2000,917.247,6352.159,260.991,278.068,474.002,-139.881,196.537,234.7373,9516.186,3545.711,1420.631,17.077,3164.027,746.535,-228.605,9516.186,3278.341,9238.118
0,2000,931.163,5901.348,245.46,136.536,467.227,-876.498,166.143,406.1604,8813.568,2827.217,1456.602,-108.924,2912.22,729.845,-1083.215,8813.568,3223.663,8677.032
0,2000,24.77,235.123,6.079,17.914,0,8.079,11.31,100.6678,314.101,79.793,0.553,11.835,78.978,25.07,-68.267,314.101,35.311,296.187
0,2000,43.947,306.643,10.521,38.588,0,16.29,20.476,116.3896,413.535,103.235,0,28.067,106.892,32.064,-51.977,413.535,41.615,374.947
0,2000,38.592,318.393,8.735,24.872,0,1.369,21.507,73.4745,411.815,92.426,29,16.137,93.422,37.376,-50.676,411.815,76.11,386.943
0,2000,49.654,41.216,12.42,24.955,0,1.861,19.639,119.0036,72.258,270.582,130.128,12.535,31.042,13.882,41.684,72.258,165.904,47.303
0,2000,58.496,40.721,12.613,30.653,0,7.907,22.136,231.6251,77.702,263.914,130.097,18.04,36.981,11.343,34.442,77.702,166.327,47.049
0,2000,53.22,52.334,15.327,54.106,0,37.922,29.225,231.9155,114.063,352.051,180.669,38.779,61.729,21.958,70.071,114.063,217.531,59.957
0,2000,46.293,67.294,21.414,56.598,0,23.961,32.071,293.1563,133.919,486.547,165.233,35.184,66.625,25.934,134.011,133.919,231.768,77.321
